input_id,source_id,"coordinates(rows,col)",porcentaje
imagentif/rgbnir00-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-0.tif,"0-512,0-512",1.0
imagentif/rgbnir00-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-512.tif,"512-1024,0-512",1.0
imagentif/rgbnir00-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-1024.tif,"1024-1536,0-512",1.0
imagentif/rgbnir00-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-1536.tif,"1536-2048,0-512",1.0
imagentif/rgbnir00-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-2048.tif,"2048-2560,0-512",0.9987411499023438
imagentif/rgbnir00-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-2560.tif,"2560-3072,0-512",0.8778724670410156
imagentif/rgbnir00-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-3072.tif,"3072-3584,0-512",0.6767921447753906
imagentif/rgbnir00-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-3584.tif,"3584-4096,0-512",0.47650146484375
imagentif/rgbnir00-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-4096.tif,"4096-4608,0-512",0.2736473083496094
imagentif/rgbnir00-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-4608.tif,"4608-5120,0-512",0.10588836669921875
imagentif/rgbnir00-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-5120.tif,"5120-5632,0-512",0.9668922424316406
imagentif/rgbnir00-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir00-5632.tif,"5632-6144,0-512",1.0
imagentif/rgbnir0512-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-0.tif,"0-512,512-1024",0.8877334594726562
imagentif/rgbnir0512-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-512.tif,"512-1024,512-1024",0.6834564208984375
imagentif/rgbnir0512-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-1024.tif,"1024-1536,512-1024",0.4793891906738281
imagentif/rgbnir0512-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-1536.tif,"1536-2048,512-1024",0.276641845703125
imagentif/rgbnir0512-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-2048.tif,"2048-2560,512-1024",0.07990264892578125
imagentif/rgbnir0512-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-2560.tif,"2560-3072,512-1024",0.0
imagentif/rgbnir0512-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-3072.tif,"3072-3584,512-1024",0.0
imagentif/rgbnir0512-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-3584.tif,"3584-4096,512-1024",0.0
imagentif/rgbnir0512-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-4096.tif,"4096-4608,512-1024",0.0
imagentif/rgbnir0512-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-4608.tif,"4608-5120,512-1024",0.0
imagentif/rgbnir0512-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-5120.tif,"5120-5632,512-1024",0.74749755859375
imagentif/rgbnir0512-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir0512-5632.tif,"5632-6144,512-1024",1.0
imagentif/rgbnir01024-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-0.tif,"0-512,1024-1536",0.09050750732421875
imagentif/rgbnir01024-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-512.tif,"512-1024,1024-1536",0.0
imagentif/rgbnir01024-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-1024.tif,"1024-1536,1024-1536",0.0
imagentif/rgbnir01024-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-1536.tif,"1536-2048,1024-1536",0.0
imagentif/rgbnir01024-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-2048.tif,"2048-2560,1024-1536",0.0
imagentif/rgbnir01024-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-2560.tif,"2560-3072,1024-1536",0.0
imagentif/rgbnir01024-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-3072.tif,"3072-3584,1024-1536",0.0
imagentif/rgbnir01024-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-3584.tif,"3584-4096,1024-1536",0.0
imagentif/rgbnir01024-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-4096.tif,"4096-4608,1024-1536",0.0
imagentif/rgbnir01024-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-4608.tif,"4608-5120,1024-1536",0.0
imagentif/rgbnir01024-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-5120.tif,"5120-5632,1024-1536",0.5056571960449219
imagentif/rgbnir01024-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01024-5632.tif,"5632-6144,1024-1536",1.0
imagentif/rgbnir01536-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-0.tif,"0-512,1536-2048",0.3294525146484375
imagentif/rgbnir01536-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-512.tif,"512-1024,1536-2048",0.0
imagentif/rgbnir01536-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-1024.tif,"1024-1536,1536-2048",0.0
imagentif/rgbnir01536-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-1536.tif,"1536-2048,1536-2048",0.0
imagentif/rgbnir01536-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-2048.tif,"2048-2560,1536-2048",0.0
imagentif/rgbnir01536-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-2560.tif,"2560-3072,1536-2048",0.0
imagentif/rgbnir01536-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-3072.tif,"3072-3584,1536-2048",0.0
imagentif/rgbnir01536-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-3584.tif,"3584-4096,1536-2048",0.0
imagentif/rgbnir01536-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-4096.tif,"4096-4608,1536-2048",0.0
imagentif/rgbnir01536-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-4608.tif,"4608-5120,1536-2048",0.0
imagentif/rgbnir01536-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-5120.tif,"5120-5632,1536-2048",0.26386260986328125
imagentif/rgbnir01536-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir01536-5632.tif,"5632-6144,1536-2048",1.0
imagentif/rgbnir02048-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-0.tif,"0-512,2048-2560",0.5704689025878906
imagentif/rgbnir02048-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-512.tif,"512-1024,2048-2560",0.0
imagentif/rgbnir02048-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-1024.tif,"1024-1536,2048-2560",0.0
imagentif/rgbnir02048-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-1536.tif,"1536-2048,2048-2560",0.0
imagentif/rgbnir02048-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-2048.tif,"2048-2560,2048-2560",0.0
imagentif/rgbnir02048-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-2560.tif,"2560-3072,2048-2560",0.0
imagentif/rgbnir02048-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-3072.tif,"3072-3584,2048-2560",0.0
imagentif/rgbnir02048-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-3584.tif,"3584-4096,2048-2560",0.0
imagentif/rgbnir02048-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-4096.tif,"4096-4608,2048-2560",0.0
imagentif/rgbnir02048-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-4608.tif,"4608-5120,2048-2560",0.0
imagentif/rgbnir02048-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-5120.tif,"5120-5632,2048-2560",0.042652130126953125
imagentif/rgbnir02048-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02048-5632.tif,"5632-6144,2048-2560",0.9801483154296875
imagentif/rgbnir02560-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-0.tif,"0-512,2560-3072",0.8117790222167969
imagentif/rgbnir02560-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-512.tif,"512-1024,2560-3072",0.0
imagentif/rgbnir02560-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-1024.tif,"1024-1536,2560-3072",0.0
imagentif/rgbnir02560-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-1536.tif,"1536-2048,2560-3072",0.0
imagentif/rgbnir02560-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-2048.tif,"2048-2560,2560-3072",0.0
imagentif/rgbnir02560-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-2560.tif,"2560-3072,2560-3072",0.0
imagentif/rgbnir02560-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-3072.tif,"3072-3584,2560-3072",0.0
imagentif/rgbnir02560-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-3584.tif,"3584-4096,2560-3072",0.0
imagentif/rgbnir02560-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-4096.tif,"4096-4608,2560-3072",0.0
imagentif/rgbnir02560-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-4608.tif,"4608-5120,2560-3072",0.0
imagentif/rgbnir02560-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-5120.tif,"5120-5632,2560-3072",0.0
imagentif/rgbnir02560-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir02560-5632.tif,"5632-6144,2560-3072",0.7809600830078125
imagentif/rgbnir03072-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-0.tif,"0-512,3072-3584",0.9905586242675781
imagentif/rgbnir03072-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-512.tif,"512-1024,3072-3584",0.062458038330078125
imagentif/rgbnir03072-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-1024.tif,"1024-1536,3072-3584",0.0
imagentif/rgbnir03072-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-1536.tif,"1536-2048,3072-3584",0.0
imagentif/rgbnir03072-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-2048.tif,"2048-2560,3072-3584",0.0
imagentif/rgbnir03072-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-2560.tif,"2560-3072,3072-3584",0.0
imagentif/rgbnir03072-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-3072.tif,"3072-3584,3072-3584",0.0
imagentif/rgbnir03072-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-3584.tif,"3584-4096,3072-3584",0.0
imagentif/rgbnir03072-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-4096.tif,"4096-4608,3072-3584",0.0
imagentif/rgbnir03072-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-4608.tif,"4608-5120,3072-3584",0.0
imagentif/rgbnir03072-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-5120.tif,"5120-5632,3072-3584",0.0
imagentif/rgbnir03072-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03072-5632.tif,"5632-6144,3072-3584",0.5391769409179688
imagentif/rgbnir03584-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-0.tif,"0-512,3584-4096",1.0
imagentif/rgbnir03584-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-512.tif,"512-1024,3584-4096",0.294219970703125
imagentif/rgbnir03584-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-1024.tif,"1024-1536,3584-4096",0.0
imagentif/rgbnir03584-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-1536.tif,"1536-2048,3584-4096",0.0
imagentif/rgbnir03584-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-2048.tif,"2048-2560,3584-4096",0.0
imagentif/rgbnir03584-2560.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-2560.tif,"2560-3072,3584-4096",0.0
imagentif/rgbnir03584-3072.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-3072.tif,"3072-3584,3584-4096",0.0
imagentif/rgbnir03584-3584.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-3584.tif,"3584-4096,3584-4096",0.0
imagentif/rgbnir03584-4096.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-4096.tif,"4096-4608,3584-4096",0.0
imagentif/rgbnir03584-4608.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-4608.tif,"4608-5120,3584-4096",0.0
imagentif/rgbnir03584-5120.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-5120.tif,"5120-5632,3584-4096",0.0
imagentif/rgbnir03584-5632.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir03584-5632.tif,"5632-6144,3584-4096",0.2973785400390625
imagentif/rgbnir04096-0.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir04096-0.tif,"0-512,4096-4608",1.0
imagentif/rgbnir04096-512.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir04096-512.tif,"512-1024,4096-4608",0.5353126525878906
imagentif/rgbnir04096-1024.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir04096-1024.tif,"1024-1536,4096-4608",0.0
imagentif/rgbnir04096-1536.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir04096-1536.tif,"1536-2048,4096-4608",0.0
imagentif/rgbnir04096-2048.tif,/home/jgonzalez/Test_2019/Test_network/data/train/images/imagentif/rgbnir04096-2048.tif,"2048-2560,4096-4608",0.0
